filename,width,height,class,xmin,ymin,xmax,ymax
D:/university/datasets/Potholes/images/69.jpg,780,439,pothole,104,64,265,111
D:/university/datasets/Potholes/images/69.jpg,780,439,pothole,109,10,251,45
D:/university/datasets/Potholes/images/69.jpg,780,439,pothole,469,0,604,25
D:/university/datasets/Potholes/images/69.jpg,780,439,pothole,540,40,644,81
D:/university/datasets/Potholes/images/541.jpg,797,597,pothole,143,234,699,459
D:/university/datasets/Potholes/images/541.jpg,797,597,pothole,262,58,518,122
D:/university/datasets/Potholes/images/515.jpg,980,653,pothole,43,202,175,268
D:/university/datasets/Potholes/images/515.jpg,980,653,pothole,45,195,806,579
D:/university/datasets/Potholes/images/233.jpg,678,381,pothole,471,208,678,358
D:/university/datasets/Potholes/images/233.jpg,678,381,pothole,409,20,678,151
D:/university/datasets/Potholes/images/233.jpg,678,381,pothole,421,115,573,178
D:/university/datasets/Potholes/images/233.jpg,678,381,pothole,115,108,366,193
D:/university/datasets/Potholes/images/233.jpg,678,381,pothole,0,77,184,176
D:/university/datasets/Potholes/images/233.jpg,678,381,pothole,3,237,203,352
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,518,452,826,515
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,460,382,740,421
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,297,413,460,444
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,474,294,601,317
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,682,348,828,380
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,722,423,1410,520
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,996,382,1081,411
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,969,334,1090,357
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,780,271,878,284
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,632,242,745,265
D:/university/datasets/Potholes/images/441.jpg,1410,520,pothole,884,309,1002,336
D:/university/datasets/Potholes/images/460.jpg,684,340,pothole,52,108,511,340
D:/university/datasets/Potholes/images/43.jpg,300,168,pothole,62,24,142,55
D:/university/datasets/Potholes/images/43.jpg,300,168,pothole,245,26,281,40
D:/university/datasets/Potholes/images/43.jpg,300,168,pothole,229,12,265,27
D:/university/datasets/Potholes/images/43.jpg,300,168,pothole,107,82,262,165
D:/university/datasets/Potholes/images/476.jpg,1440,810,pothole,858,87,1041,187
D:/university/datasets/Potholes/images/476.jpg,1440,810,pothole,877,109,1410,287
D:/university/datasets/Potholes/images/476.jpg,1440,810,pothole,535,570,801,678
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,508,205,647,250
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,371,262,460,326
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,57,217,317,317
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,455,150,541,179
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,347,196,445,250
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,487,311,562,357
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,584,291,647,350
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,565,132,647,162
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,135,160,185,180
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,283,159,333,187
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,380,172,400,182
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,435,174,484,196
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,423,330,473,381
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,42,327,127,403
D:/university/datasets/Potholes/images/122.jpg,647,404,pothole,146,108,166,118
D:/university/datasets/Potholes/images/99.jpg,640,360,pothole,106,151,379,322
D:/university/datasets/Potholes/images/99.jpg,640,360,pothole,507,192,640,317
D:/university/datasets/Potholes/images/163.jpg,670,440,pothole,293,186,559,261
D:/university/datasets/Potholes/images/163.jpg,670,440,pothole,38,86,124,117
D:/university/datasets/Potholes/images/163.jpg,670,440,pothole,73,146,176,202
D:/university/datasets/Potholes/images/163.jpg,670,440,pothole,171,16,281,49
D:/university/datasets/Potholes/images/163.jpg,670,440,pothole,492,9,564,29
D:/university/datasets/Potholes/images/268.jpg,1000,667,pothole,283,325,782,648
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,41,175,219,219
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,107,275,174,317
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,191,201,298,254
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,458,113,758,190
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,467,208,759,296
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,699,329,759,422
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,510,395,591,422
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,318,353,447,422
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,303,257,442,321
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,144,386,289,422
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,3,345,43,421
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,1,79,36,106
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,175,39,244,64
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,277,44,312,57
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,257,64,290,77
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,503,39,552,58
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,589,40,649,67
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,685,22,753,49
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,500,4,545,18
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,317,13,506,63
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,233,15,268,29
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,124,20,169,32
D:/university/datasets/Potholes/images/156.jpg,759,422,pothole,26,0,107,11
D:/university/datasets/Potholes/images/274.jpg,610,450,pothole,157,220,337,278
D:/university/datasets/Potholes/images/274.jpg,610,450,pothole,372,267,597,388
D:/university/datasets/Potholes/images/274.jpg,610,450,pothole,120,330,410,385
D:/university/datasets/Potholes/images/274.jpg,610,450,pothole,52,237,207,328
D:/university/datasets/Potholes/images/274.jpg,610,450,pothole,160,180,226,218
D:/university/datasets/Potholes/images/274.jpg,610,450,pothole,535,214,593,236
D:/university/datasets/Potholes/images/274.jpg,610,450,pothole,387,210,518,237
D:/university/datasets/Potholes/images/274.jpg,610,450,pothole,475,408,545,448
D:/university/datasets/Potholes/images/428.jpg,3264,1836,pothole,443,636,1560,814
D:/university/datasets/Potholes/images/428.jpg,3264,1836,pothole,871,829,2932,1291
D:/university/datasets/Potholes/images/428.jpg,3264,1836,pothole,1420,1556,1858,1734
D:/university/datasets/Potholes/images/202.jpg,1200,800,pothole,600,467,881,549
D:/university/datasets/Potholes/images/599.jpg,1300,866,pothole,522,370,876,422
D:/university/datasets/Potholes/images/599.jpg,1300,866,pothole,938,360,1224,450
D:/university/datasets/Potholes/images/599.jpg,1300,866,pothole,648,442,1288,586
D:/university/datasets/Potholes/images/599.jpg,1300,866,pothole,0,331,309,827
D:/university/datasets/Potholes/images/599.jpg,1300,866,pothole,0,144,125,274
D:/university/datasets/Potholes/images/599.jpg,1300,866,pothole,868,232,1127,290
D:/university/datasets/Potholes/images/440.jpg,1200,630,pothole,0,289,722,511
D:/university/datasets/Potholes/images/440.jpg,1200,630,pothole,625,567,704,627
D:/university/datasets/Potholes/images/440.jpg,1200,630,pothole,880,280,1200,388
D:/university/datasets/Potholes/images/440.jpg,1200,630,pothole,890,245,1030,280
D:/university/datasets/Potholes/images/440.jpg,1200,630,pothole,234,211,303,238
D:/university/datasets/Potholes/images/440.jpg,1200,630,pothole,927,472,1200,630
D:/university/datasets/Potholes/images/1.jpg,1024,768,pothole,407,319,693,379
D:/university/datasets/Potholes/images/1.jpg,1024,768,pothole,380,409,702,479
D:/university/datasets/Potholes/images/226.jpg,640,480,pothole,203,137,460,363
D:/university/datasets/Potholes/images/226.jpg,640,480,pothole,76,60,148,104
D:/university/datasets/Potholes/images/226.jpg,640,480,pothole,533,219,591,257
D:/university/datasets/Potholes/images/226.jpg,640,480,pothole,606,457,640,479
D:/university/datasets/Potholes/images/265.jpg,400,267,pothole,156,147,317,213
D:/university/datasets/Potholes/images/265.jpg,400,267,pothole,126,107,247,144
D:/university/datasets/Potholes/images/265.jpg,400,267,pothole,103,62,156,86
D:/university/datasets/Potholes/images/265.jpg,400,267,pothole,101,44,149,55
D:/university/datasets/Potholes/images/265.jpg,400,267,pothole,110,32,149,42
D:/university/datasets/Potholes/images/265.jpg,400,267,pothole,114,22,142,30
D:/university/datasets/Potholes/images/265.jpg,400,267,pothole,90,92,312,267
D:/university/datasets/Potholes/images/125.jpg,620,407,pothole,51,102,593,375
D:/university/datasets/Potholes/images/293.jpg,895,800,pothole,204,405,484,557
D:/university/datasets/Potholes/images/293.jpg,895,800,pothole,326,80,455,91
D:/university/datasets/Potholes/images/517.jpg,694,488,pothole,199,256,536,436
D:/university/datasets/Potholes/images/517.jpg,694,488,pothole,538,236,652,269
D:/university/datasets/Potholes/images/615.jpg,1277,555,pothole,403,209,940,555
D:/university/datasets/Potholes/images/418.jpg,1280,720,pothole,442,365,583,410
D:/university/datasets/Potholes/images/418.jpg,1280,720,pothole,512,301,978,567
D:/university/datasets/Potholes/images/418.jpg,1280,720,pothole,1059,204,1255,325
D:/university/datasets/Potholes/images/315.jpg,400,266,pothole,144,212,341,251
D:/university/datasets/Potholes/images/12.jpg,534,401,pothole,1,217,534,401
D:/university/datasets/Potholes/images/393.jpg,980,653,pothole,113,309,488,589
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,151,151,197,166
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,196,186,236,200
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,177,129,256,143
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,106,116,156,127
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,64,96,100,105
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,9,118,35,130
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,102,73,128,78
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,12,79,45,85
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,0,91,30,113
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,187,76,216,82
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,146,84,178,89
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,154,98,245,110
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,110,105,174,117
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,210,117,262,126
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,174,122,205,129
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,166,67,185,71
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,191,54,207,60
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,136,61,159,66
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,82,62,92,66
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,272,95,300,107
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,250,80,260,86
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,211,92,231,96
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,126,51,134,56
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,209,81,232,86
D:/university/datasets/Potholes/images/241.jpg,300,200,pothole,99,133,122,139
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,225,368,331,423
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,193,310,254,337
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,281,303,374,336
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,244,334,341,360
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,543,365,640,433
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,398,306,483,358
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,228,417,442,480
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,266,282,336,299
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,221,269,312,284
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,231,249,260,261
D:/university/datasets/Potholes/images/208.jpg,640,480,pothole,124,442,219,480
D:/university/datasets/Potholes/images/228.jpg,640,360,pothole,3,123,578,360
D:/university/datasets/Potholes/images/525.jpg,768,512,pothole,305,259,688,480
D:/university/datasets/Potholes/images/133.jpg,1600,1103,pothole,368,723,994,920
D:/university/datasets/Potholes/images/196.jpg,400,267,pothole,259,97,357,131
D:/university/datasets/Potholes/images/510.jpg,3200,1680,pothole,387,1159,2299,1598
D:/university/datasets/Potholes/images/80.jpg,759,422,pothole,1,200,757,422
D:/university/datasets/Potholes/images/80.jpg,759,422,pothole,702,167,757,194
D:/university/datasets/Potholes/images/337.jpg,1024,683,pothole,249,238,694,349
D:/university/datasets/Potholes/images/21.jpg,324,216,pothole,134,3,190,14
D:/university/datasets/Potholes/images/21.jpg,324,216,pothole,54,18,156,55
D:/university/datasets/Potholes/images/21.jpg,324,216,pothole,21,67,75,82
D:/university/datasets/Potholes/images/21.jpg,324,216,pothole,86,67,211,99
D:/university/datasets/Potholes/images/21.jpg,324,216,pothole,1,143,273,216
D:/university/datasets/Potholes/images/21.jpg,324,216,pothole,223,33,253,53
D:/university/datasets/Potholes/images/21.jpg,324,216,pothole,216,93,233,125
D:/university/datasets/Potholes/images/492.jpg,759,422,pothole,29,223,589,355
D:/university/datasets/Potholes/images/492.jpg,759,422,pothole,590,143,759,237
D:/university/datasets/Potholes/images/492.jpg,759,422,pothole,601,265,759,327
D:/university/datasets/Potholes/images/421.jpg,450,295,pothole,51,84,264,141
D:/university/datasets/Potholes/images/101.jpg,600,400,pothole,143,295,268,344
D:/university/datasets/Potholes/images/177.jpg,821,434,pothole,298,184,630,326
D:/university/datasets/Potholes/images/177.jpg,821,434,pothole,67,0,306,51
D:/university/datasets/Potholes/images/513.jpg,518,450,pothole,114,172,439,448
D:/university/datasets/Potholes/images/513.jpg,518,450,pothole,235,69,311,118
D:/university/datasets/Potholes/images/513.jpg,518,450,pothole,394,118,425,143
D:/university/datasets/Potholes/images/344.jpg,1780,1002,pothole,530,290,1570,1002
D:/university/datasets/Potholes/images/344.jpg,1780,1002,pothole,685,127,1034,279
D:/university/datasets/Potholes/images/312.jpg,534,401,pothole,115,211,248,236
D:/university/datasets/Potholes/images/312.jpg,534,401,pothole,230,168,338,193
D:/university/datasets/Potholes/images/312.jpg,534,401,pothole,289,217,534,238
D:/university/datasets/Potholes/images/312.jpg,534,401,pothole,0,316,449,383
D:/university/datasets/Potholes/images/66.jpg,400,533,pothole,3,191,273,498
D:/university/datasets/Potholes/images/52.jpg,507,330,pothole,158,118,424,241
D:/university/datasets/Potholes/images/52.jpg,507,330,pothole,45,71,165,107
D:/university/datasets/Potholes/images/52.jpg,507,330,pothole,486,257,507,281
D:/university/datasets/Potholes/images/35.jpg,420,316,pothole,64,80,382,188
D:/university/datasets/Potholes/images/65.jpg,2560,1441,pothole,1004,445,1801,1200
D:/university/datasets/Potholes/images/65.jpg,2560,1441,pothole,98,128,1801,1230
D:/university/datasets/Potholes/images/26.jpg,1300,866,pothole,243,586,1063,858
D:/university/datasets/Potholes/images/26.jpg,1300,866,pothole,337,490,780,553
D:/university/datasets/Potholes/images/26.jpg,1300,866,pothole,673,296,1035,450
D:/university/datasets/Potholes/images/26.jpg,1300,866,pothole,510,239,652,302
D:/university/datasets/Potholes/images/26.jpg,1300,866,pothole,27,325,263,457
D:/university/datasets/Potholes/images/316.jpg,600,400,pothole,315,229,507,299
D:/university/datasets/Potholes/images/93.jpg,300,195,pothole,11,83,250,155
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,466,169,750,226
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,689,231,737,242
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,463,295,564,317
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,369,300,428,318
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,442,253,539,270
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,5,303,296,412
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,207,440,333,502
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,269,367,361,399
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,0,487,59,515
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,451,360,514,407
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,353,414,408,434
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,359,473,414,501
D:/university/datasets/Potholes/images/139.jpg,750,519,pothole,534,280,576,292
D:/university/datasets/Potholes/images/548.jpg,640,360,pothole,100,272,160,305
D:/university/datasets/Potholes/images/548.jpg,640,360,pothole,311,184,435,223
D:/university/datasets/Potholes/images/548.jpg,640,360,pothole,222,252,285,275
D:/university/datasets/Potholes/images/548.jpg,640,360,pothole,381,131,438,152
D:/university/datasets/Potholes/images/548.jpg,640,360,pothole,230,190,339,238
D:/university/datasets/Potholes/images/548.jpg,640,360,pothole,105,193,160,208
D:/university/datasets/Potholes/images/548.jpg,640,360,pothole,482,139,562,170
D:/university/datasets/Potholes/images/533.jpg,446,298,pothole,107,55,376,258
D:/university/datasets/Potholes/images/128.jpg,339,218,pothole,121,66,279,203
D:/university/datasets/Potholes/images/128.jpg,339,218,pothole,204,26,231,47
D:/university/datasets/Potholes/images/609.jpg,630,354,pothole,110,37,427,126
D:/university/datasets/Potholes/images/292.jpg,1080,675,pothole,532,151,801,176
D:/university/datasets/Potholes/images/292.jpg,1080,675,pothole,627,127,720,149
D:/university/datasets/Potholes/images/292.jpg,1080,675,pothole,394,215,1077,281
D:/university/datasets/Potholes/images/292.jpg,1080,675,pothole,463,293,534,329
D:/university/datasets/Potholes/images/292.jpg,1080,675,pothole,3,337,538,675
D:/university/datasets/Potholes/images/295.jpg,960,541,pothole,253,128,632,314
D:/university/datasets/Potholes/images/374.jpg,727,485,pothole,161,162,702,485
D:/university/datasets/Potholes/images/113.jpg,750,750,pothole,17,226,168,244
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,58,279,199,338
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,165,216,238,256
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,268,152,301,174
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,320,90,386,122
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,39,153,158,183
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,80,188,146,222
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,214,92,262,110
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,137,91,186,101
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,145,66,179,74
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,278,24,307,34
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,300,53,320,59
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,308,69,348,75
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,315,83,353,89
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,233,68,252,72
D:/university/datasets/Potholes/images/358.jpg,405,363,pothole,346,158,398,178
D:/university/datasets/Potholes/images/229.jpg,448,262,pothole,156,61,432,249
D:/university/datasets/Potholes/images/214.jpg,960,640,pothole,220,287,732,562
D:/university/datasets/Potholes/images/87.jpg,460,276,pothole,124,119,307,204
D:/university/datasets/Potholes/images/87.jpg,460,276,pothole,343,83,364,92
D:/university/datasets/Potholes/images/50.jpg,615,410,pothole,3,191,507,410
D:/university/datasets/Potholes/images/260.jpg,2525,1590,pothole,904,933,1417,1159
D:/university/datasets/Potholes/images/260.jpg,2525,1590,pothole,1652,1107,1829,1178
D:/university/datasets/Potholes/images/61.jpg,700,350,pothole,333,173,378,209
D:/university/datasets/Potholes/images/61.jpg,700,350,pothole,327,233,677,323
D:/university/datasets/Potholes/images/443.jpg,720,480,pothole,322,293,368,306
D:/university/datasets/Potholes/images/443.jpg,720,480,pothole,298,303,367,323
D:/university/datasets/Potholes/images/443.jpg,720,480,pothole,475,245,516,255
D:/university/datasets/Potholes/images/443.jpg,720,480,pothole,499,236,533,245
D:/university/datasets/Potholes/images/443.jpg,720,480,pothole,474,284,507,293
D:/university/datasets/Potholes/images/443.jpg,720,480,pothole,472,347,595,380
D:/university/datasets/Potholes/images/70.jpg,968,648,pothole,474,334,563,397
D:/university/datasets/Potholes/images/70.jpg,968,648,pothole,483,74,517,94
D:/university/datasets/Potholes/images/70.jpg,968,648,pothole,447,150,535,171
D:/university/datasets/Potholes/images/586.jpg,400,533,pothole,151,46,227,141
D:/university/datasets/Potholes/images/586.jpg,400,533,pothole,92,257,195,495
D:/university/datasets/Potholes/images/240.jpg,1500,1101,pothole,99,254,363,348
D:/university/datasets/Potholes/images/240.jpg,1500,1101,pothole,39,371,1252,1017
D:/university/datasets/Potholes/images/240.jpg,1500,1101,pothole,54,476,593,591
D:/university/datasets/Potholes/images/240.jpg,1500,1101,pothole,834,395,1082,429
D:/university/datasets/Potholes/images/240.jpg,1500,1101,pothole,1030,426,1493,544
D:/university/datasets/Potholes/images/240.jpg,1500,1101,pothole,1080,235,1351,293
D:/university/datasets/Potholes/images/207.jpg,600,400,pothole,53,175,376,306
D:/university/datasets/Potholes/images/207.jpg,600,400,pothole,27,180,369,398
D:/university/datasets/Potholes/images/189.jpg,640,480,pothole,265,141,541,401
D:/university/datasets/Potholes/images/355.jpg,320,240,pothole,0,51,289,193
D:/university/datasets/Potholes/images/587.jpg,462,569,pothole,108,214,370,332
D:/university/datasets/Potholes/images/49.jpg,1140,500,pothole,546,91,668,138
D:/university/datasets/Potholes/images/49.jpg,1140,500,pothole,136,128,918,397
D:/university/datasets/Potholes/images/273.jpg,300,200,pothole,57,42,270,162
D:/university/datasets/Potholes/images/259.jpg,760,503,pothole,541,158,608,180
D:/university/datasets/Potholes/images/259.jpg,760,503,pothole,480,189,560,222
D:/university/datasets/Potholes/images/259.jpg,760,503,pothole,403,250,470,269
D:/university/datasets/Potholes/images/259.jpg,760,503,pothole,4,351,212,418
D:/university/datasets/Potholes/images/162.jpg,1019,521,pothole,460,224,750,489
D:/university/datasets/Potholes/images/162.jpg,1019,521,pothole,395,70,496,94
D:/university/datasets/Potholes/images/413.jpg,400,225,pothole,258,71,371,115
D:/university/datasets/Potholes/images/451.jpg,1300,866,pothole,1033,459,1183,506
D:/university/datasets/Potholes/images/451.jpg,1300,866,pothole,994,399,1072,434
D:/university/datasets/Potholes/images/451.jpg,1300,866,pothole,683,592,837,718
